bill,date,code,sp,quantity,price,revenue,discount
,,TM-806516,DM-02 Chim Chim alien,1,"160,000","80,000","80,000"
,,TM-820437,Dream TF Nemesis Prime,1,"140,000","70,000","70,000"
,,TM-463566,DM-15 Speedway Daisy,1,"160,000","80,000","80,000"
,,TM-392644,105 Suzuki MR Wagon,1,"89,000","44,000","45,000"
SO0006,24/07/2023,EP-5311,Gia đình Nhím (Bố/mẹ/chị),1,"499,000","349,000","150,000"
SO0007,24/07/2023,TM-392460,120 Nissan Leaf SP,1,"89,000","44,000","45,000"
,,TM-801115,14 Formula Renault 3.5,1,"89,000","44,000","45,000"
,,TM-359623,12 Nissan March,1,"89,000","44,000","45,000"
,,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
,,TM-392330,92 Toyota Ractis,1,"89,000","44,000","45,000"
,,TM-801009,40 Nissan Fairlady Nismo,1,"89,000","44,000","45,000"
,,TM-359579,61 Suzuki Alto,1,"89,000","44,000","45,000"
,,TM-801092,21 Nissan X-Trail,1,"89,000","44,000","45,000"
,,TM-824817,8 Suzuki Alto,1,"89,000","44,000","45,000"
SO0008,24/07/2023,TM-136057,LW-10 Đầm Licca màu hồng,1,"360,000","72,000","288,000"
,,TM-816409,Premium Sweets triple ribbon,1,"398,000","79,000","319,000"
SO0008,24/07/2023,MAG-701014,Bộ cơ bản 90 mảnh,1,"3,490,000","3,490,000",
,,PL6977,Woman with Dog,1,"199,000",,"199,000"
SO0009,24/07/2023,TM-396727,Techology TP-03 Sakura,1,"198,000","99,000","99,000"
,,3601XP,Flipside,1,"498,000","149,000","349,000"
,,TM-813996,Đồ chơi mô hình E5 & E6 Connecting Set,1,"950,000","380,000","570,000"
,,TM-421511,Đồ chơi mô hình S-20 Tsubame Express,1,"390,000","390,000",
,,TM-652175,R-07 DOUBLE LENGTH STRAIGHT,1,"132,000",,"132,000"
,,TM-301585,Đồ chơi R-28 Double Turnout,1,"180,000",,"180,000"
SO0010,24/07/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
,,SG 531,Thử thách Bánh Xe Rừng Xanh,1,"590,000","590,000",
,,101121,Maker Kit- 50 pcs,1,"349,000","104,000","245,000"
,,AQB-30128,Hạt AQB_ Chủ đề Cars,1,"349,000","104,000","245,000"
20001,25/07/2023,4.54966E+12,POKEMON KIDS TRAVELING FRIENDS ,1,"99,000","99,000",
20002,25/07/2023,SG 425,Sóc lăn hạt,1,"449,000","449,000",
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
20003,25/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
20004,25/07/2023,AN2771Z,Thế giới Tiền sử Terra,1,"990,000","990,000",
,,OP-31007.11,Vali kéo hình gấu Oops,1,"899,000","449,000","450,000"
20005,25/07/2023,TM-333395,58 Suzuki Wagon R,1,"89,000","44,000","45,000"
,,TM-471097,Tomica Box No.58 Suzuki Wagon R,1,"89,000","44,000","45,000"
,,TM-333432,28 Toyota iQ,1,"89,000","44,000","45,000"
,,TM-392606,32 Daihatsu Move,1,"89,000","44,000","45,000"
,,TM-801733,14 Formula Renault 3.5 SP,1,"89,000","44,000","45,000"
,,TM-397618,07 Impreza WRX,1,"89,000","44,000","45,000"
150001,25/07/2023,PL70678,Set lặn biển chuyên nghiệp,1,"349,000","279,000","70,000"
150002,25/07/2023,MAG-707021,Bộ Xe Đua Biến Hình 42 Mảnh,1,"1,990,000","1,990,000",
150003,25/07/2023,MAG-707024,Bộ Bánh Xe Khổng Lồ 20 Mảnh,1,"1,190,000","1,190,000",
170001,25/07/2023,TM-801115,14 Formula Renault 3.5,1,"89,000","44,000","45,000"
170002,25/07/2023,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
170003,25/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
170004,25/07/2023,TM-824817,8 Suzuki Alto,1,"89,000","44,000","45,000"
,,TM-801009,40 Nissan Fairlady Nismo,1,"89,000","44,000","45,000"
170005,25/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170006,25/07/2023,HP73322,Bể cá cầu vồng Harp,1,"1,590,000","1,590,000",
170007,25/07/2023,EP-98866,Fe 30Cm Chocolate Rabbit,1,"1,290,000","903,000","387,000"
,,EP-98189,Đồ chơi 17 SF Cake shop novelty,1,,,
,,4.54966E+12,POKEMON KIDS TRAVELING FRIENDS ,1,"99,000","99,000",
170008,25/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","490,000","200,000"
,,BX1481Z,Bộ gạch mềm B.Toys,1,"490,000","392,000","98,000"
,,KG02-3164COL2,Kính mát Frozen 2_KG02-3164COL2,1,"280,000",,"280,000"
170009,25/07/2023,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
170010,25/07/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
190001,25/07/2023,TM-814337,Dream star Maleficent,1,"160,000","80,000","80,000"
,,TM-806707,DM-03 Speedway star buzz,1,"160,000","80,000","80,000"
,,TM-800248,01Toyota Avanza,1,"89,000","44,000","45,000"
190002,25/07/2023,4.5731E+12,POKEPLA 48 Gaburias (Garchomp),1,"499,000","499,000",
190003,25/07/2023,HP32257,Máy làm sticker 3D Harp,1,"990,000","990,000",
190004,25/07/2023,4.5731E+12,POKEPLA 37 Mega Bursyamo,1,"549,000","549,000",
190005,25/07/2023,PL9467,Pháo nước chữa cháy,1,"479,000","383,000","96,000"
,,4.52112E+12,POKEMON WREATH COLLECTION 2 Happiness ,1,"299,000","299,000",
190006,25/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
190007,25/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
SO0001,25/07/2023,POP-030/2018,Tomica Mini Display Case,1,"459,000","120,000","339,000"
SO0002,25/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
SO0003,25/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
SO0004,25/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0005,25/07/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
SO0006,25/07/2023,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-30010.33,Túi xách Oval hình bọ rùa Oops,1,"349,000",,"349,000"
SO0007,25/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0008,25/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0009,25/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0010,25/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0011,25/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
SO0012,25/07/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
SO0013,25/07/2023,TM-467458,10 Lotus Exige R-GT,1,"89,000","44,000","45,000"
,,TM-392606,32 Daihatsu Move,1,"89,000","44,000","45,000"
,,TM-471097,Tomica Box No.58 Suzuki Wagon R,1,"89,000","44,000","45,000"
SO0014,25/07/2023,TM-392606,32 Daihatsu Move,1,"89,000","44,000","45,000"
,,TM-423096,105 Suzuki MR Wagon SP,1,"89,000","44,000","45,000"
,,TM-824817,8 Suzuki Alto,1,"89,000","44,000","45,000"
,,TM-801115,14 Formula Renault 3.5,1,"89,000","44,000","45,000"
,,TM-801009,40 Nissan Fairlady Nismo,1,"89,000","44,000","45,000"
SO0015,25/07/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
SO0016,25/07/2023,WH1015Z,Xe lu nhỏ Driven,1,"429,000","429,000",
,,125YYFL,Yoyo Promotion Funnyland,1,"139,000",,"139,000"
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
,,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
SO0017,25/07/2023,TM-467342,92 Toyota Crown Athlete,1,"89,000","44,000","45,000"
,,TM-467342,92 Toyota Crown Athlete,1,"89,000","44,000","45,000"
SO0019,25/07/2023,SG 450,Thử Thách Những Chú Mèo và Hộp,1,"449,000","425,000","24,000"
,,SG 425,Sóc lăn hạt,1,"449,000","425,000","24,000"
20001,26/07/2023,TM-449065,DM-12 Wagon Mickey,1,"160,000","80,000","80,000"
,,TM-439073,61 BMW Z4,1,"89,000","44,000","45,000"
20002,26/07/2023,4.54966E+12,POKEMON KIDS TRAVELING FRIENDS ,1,"99,000","99,000",
20003,26/07/2023,DL73168,Bồn Rửa Chén Dalimi,1,"890,000","890,000",
150001,26/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","490,000","200,000"
150002,26/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","490,000","200,000"
150003,26/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
,,SG 450,Thử Thách Những Chú Mèo và Hộp,1,"449,000","449,000",
150004,26/07/2023,SG 450,Thử Thách Những Chú Mèo và Hộp,1,"449,000","449,000",
150005,26/07/2023,PL70732,Blindpack nhân vật Playmobil Season 21 ,3,"99,000","297,000",
,,PL70732,Blindpack nhân vật Playmobil Season 21 ,1,"99,000",,"99,000"
150006,26/07/2023,PL70764,Porsche 911 GT3 Cup,1,"1,990,000","1,990,000",
,,PL6844,Scientist with Robot Duo Pack,1,"199,000",,"199,000"
150007,26/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
,,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
170001,26/07/2023,TM-107446,Tomica Build City Shop In Your Town Vietnam Funny ,1,"199,000","199,000",
170002,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170003,26/07/2023,TM-421320,Tomica Go! Go! Highway,1,"1,200,000","720,000","480,000"
,,TM-397618,07 Impreza WRX,1,"89,000","44,000","45,000"
170004,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170005,26/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
170006,26/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
170007,26/07/2023,RB-8840,Rubik's 3x3,1,"349,000","279,000","70,000"
170008,26/07/2023,SG 455,Thử thách IQ Pro,2,"279,000","558,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
170009,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.20,Túi xách 3D hình chó mèo Oops,1,"299,000",,"299,000"
170010,26/07/2023,TM-457152,Đồ chơi N700 Shinkansen Set,1,"950,000","570,000","380,000"
,,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
170011,26/07/2023,TM-399957,Panda Family Gift Set,1,"449,000","224,000","225,000"
170012,26/07/2023,HP32614,Máy làm huy hiệu Harp,1,"890,000","890,000",
170013,26/07/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
170014,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170015,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170016,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170017,26/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
170018,26/07/2023,DL73040,Bộ nhà bếp Dalimi,1,"2,190,000","2,190,000",
,,DL73049,Lò nướng cắm trại BBQ Dalimi,1,"990,000","990,000",
,,R03(4B)F-GP,Pin Than Fujitsu R03 (4B)_SIZE AAA Vỉ 4,1,"17,000","17,000",
170019,26/07/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
170020,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170021,26/07/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
170022,26/07/2023,MAG-703016,Bộ Công Viên Trò Chơi Mạo Hiểm Mở Rộng 48 ,1,"1,990,000","1,790,000","200,000"
190001,26/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
,,TM-866312,Tomica Dream Hello Kitty Collection B'17,1,"180,000","90,000","90,000"
,,TM-840374,DM-03  New Sports Car,1,"160,000","80,000","80,000"
,,TM-806707,DM-03 Speedway star buzz,1,"160,000","80,000","80,000"
,,TM-840534,Tsum Tsum Buzz Lightyear(Tsum),1,"180,000","90,000","90,000"
190002,26/07/2023,TM-333692,20 Honda Insight,1,"89,000","44,000","45,000"
,,TM-471097,Tomica Box No.58 Suzuki Wagon R,1,"89,000","44,000","45,000"
190003,26/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
SO0001,26/07/2023,MAG-707024,Bộ Bánh Xe Khổng Lồ 20 Mảnh,1,"1,190,000","1,190,000",
SO0002,26/07/2023,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","551,000","39,000"
,,SG 401,Thử thách IQ Mini,1,"149,000","139,000","10,000"
SO0004,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0006,26/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
SO0007,26/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
SO0008,26/07/2023,SG 531,Thử thách Bánh Xe Rừng Xanh,1,"590,000","590,000",
SO0009,26/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
SO0010,26/07/2023,TM-439073,61 BMW Z4,1,"89,000","44,000","45,000"
,,TM-801207,35-6 Toyota Noah,1,"89,000","44,000","45,000"
,,TM-879596,78 Subaru ImprezaSport (1st),1,"89,000","44,000","45,000"
,,TM-392330,92 Toyota Ractis,1,"89,000","44,000","45,000"
,,TM-879596,78 Subaru ImprezaSport (1st),1,"89,000","44,000","45,000"
SO0011,26/07/2023,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
SO0012,26/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
,,SG 479,Thử thách IQ Six Pro,1,"279,000","279,000",
SO0013,26/07/2023,LO31109Z,LORI Saffron Doll W/ Lace Pants,1,"459,000","137,000","322,000"
,,LO31075Z,LORI Adley Doll,1,"459,000","137,000","322,000"
,,LO31103Z,LORI Kaori Riding Doll,1,"459,000","137,000","322,000"
,,LO31132Z,LORI Joanna Doll -  PiLORIt,1,"459,000","137,000","322,000"
,,LO31113Z,LORI Rosalind Doll- Dog Walker,1,"459,000","137,000","322,000"
,,LO31102Z,LORI Sabella Urban Doll,1,"459,000","137,000","322,000"
SO0014,26/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0015,26/07/2023,TM-397106,Deco Seal Dress (12),1,"160,000","32,000","128,000"
,,TM-452461,Brush & Comb Set,1,"59,000","11,000","48,000"
,,DLT27,Búp Bê Phiêu Lưu Dải Ngân Hà Amica/ Stellare ,1,"499,000","149,000","350,000"
,,DLT39,Búp Bê Phiêu Lưu Dãy Ngân Hà Barbie,1,"449,000","134,000","315,000"
,,X2887,Barbie nhà thiết kế,1,"595,000","178,000","417,000"
,,BD33007Z,Búp bê OG mini Lana,1,"399,000","79,000","320,000"
,,LO31107Z,LORI Savana Doll W/ Overall Dress,1,"459,000","137,000","322,000"
,,LO31041Z,LORI Evan Riding Doll,1,"459,000","137,000","322,000"
SO0016,26/07/2023,POP-030/2018,Tomica Mini Display Case,1,"459,000","99,000","360,000"
SO0017,26/07/2023,TM-484615,Tomica Challenge Park,1,"890,000","534,000","356,000"
,,TM-136767,Tomica 4D Nissan Gt-R,1,"379,000","189,000","190,000"
,,TM-616887,Tomica 4D Toyota 86Gr,1,"379,000","189,000","190,000"
SO0018,26/07/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",
SO0019,26/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
20001,27/07/2023,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","590,000",
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
20002,27/07/2023,DL32650,Bộ tủ lạnh Dalimi,1,"1,190,000","1,071,000","119,000"
20003,27/07/2023,473-100,Xe trượt scooter 2 bánh GLOBBER FLOW ,1,"2,880,000","2,880,000",
,,MAG-701007,Bộ cơ bản 62 mảnh,1,"1,990,000","1,990,000",
,,PL6976,Gamekeeper with Tiger,1,"199,000",,"199,000"
20004,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
20005,27/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
20006,27/07/2023,4.54966E+12,POKEMON KIDS MEMORABLE POKEMON ,1,"99,000","99,000",
150001,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150002,27/07/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
150003,27/07/2023,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","590,000",
150004,27/07/2023,DL73260,Máy Pha Cà Phê Dalimi,1,"890,000","890,000",
,,HP32257,Máy làm sticker 3D Harp,1,"990,000","990,000",
150005,27/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
,,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
150006,27/07/2023,DL73261,Máy Xay Sinh Tố Dalimi,1,"890,000","890,000",
150007,27/07/2023,HP73322,Bể cá cầu vồng Harp,1,"1,590,000","1,590,000",
,,MAG-710019,Bộ Siêu Xếp Hình Nam Châm Magformers 162 ,1,"3,990,000","3,990,000",
150008,27/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
150009,27/07/2023,PL70381,Đầu bếp bánh ngọt,1,"149,000",,"149,000"
,,PL70873,Người đàn ông và xe trượt điện ,1,"149,000","149,000",
,,PL70883,Người trông chó,1,"149,000","149,000",
,,PL70876,Đứa bé và quái vật gầm giường,1,"149,000","149,000",
,,PL9268,Nội thất phòng tắm,1,"690,000","690,000",
,,PL9271,Nội thất phòng ngủ,1,"590,000","590,000",
150010,27/07/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
150011,27/07/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
150012,27/07/2023,DL73045,Bệnh Viện Thú Cưng Dalimi,1,"790,000","790,000",
150013,27/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
,,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.20,Túi xách 3D hình chó mèo Oops,1,"299,000",,"299,000"
150014,27/07/2023,MAG-715019,Bộ thử thách 14 mảnh,1,"690,000","590,000","100,000"
170001,27/07/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
170002,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
170003,27/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
170004,27/07/2023,SG 093,Thử thách Diamond Quest,1,"590,000","590,000",
170005,27/07/2023,PL70200,Xe tải rác,1,"1,690,000","1,014,000","676,000"
170006,27/07/2023,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
,,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
170007,27/07/2023,SG 099,Nhảy Qua Nào (Bản đặc biệt),1,"590,000","590,000",
170008,27/07/2023,TM-801733,14 Formula Renault 3.5 SP,1,"89,000","44,000","45,000"
170009,27/07/2023,EP-98866,Fe 30Cm Chocolate Rabbit,1,"1,290,000","903,000","387,000"
,,EP-98189,Đồ chơi 17 SF Cake shop novelty,1,,,
170010,27/07/2023,TM-820437,Dream TF Nemesis Prime,1,"140,000","70,000","70,000"
,,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
170011,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
,,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
,,SG 301,Thử thách IQ Digits,1,"329,000","329,000",
170012,27/07/2023,SG 302,Thử thách IQ Love,1,"329,000","329,000",
170013,27/07/2023,HD-55012,Bộ lắp ráp Lâu đài (101 miếng),1,"990,000","495,000","495,000"
,,AN6077Z,Ống Côn trùng Terra,1,"399,000","399,000",
170014,27/07/2023,SG 401,Thử thách IQ Mini,1,"149,000","149,000",
,,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
170015,27/07/2023,MAG-701005,Bộ cơ bản 30 mảnh,1,"1,290,000","990,000","300,000"
,,HD-99003,Jungle explorative slide,1,"1,149,000","574,000","575,000"
,,HD-99002,Adventure track castle,1,"900,000","450,000","450,000"
,,TM-484615,Tomica Challenge Park,1,"890,000","534,000","356,000"
,,TM-392460,120 Nissan Leaf SP,1,"89,000","44,000","45,000"
,,TM-801115,14 Formula Renault 3.5,1,"89,000","44,000","45,000"
,,TM-397618,07 Impreza WRX,1,"89,000","44,000","45,000"
,,TM-439073,61 BMW Z4,1,"89,000","44,000","45,000"
170016,27/07/2023,RB-8840,Rubik's 3x3,1,"349,000","279,000","70,000"
170017,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
170018,27/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
170019,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
190001,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
190002,27/07/2023,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
190003,27/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
190004,27/07/2023,TM-806707,DM-03 Speedway star buzz,1,"160,000","80,000","80,000"
190005,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 425,Sóc lăn hạt,1,"449,000","449,000",
190006,27/07/2023,TM-866312,Tomica Dream Hello Kitty Collection B'17,1,"180,000","90,000","90,000"
190007,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
,,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
SO0001,27/07/2023,SG 455,Thử thách IQ Pro,1,"279,000","279,000",
SO0002,27/07/2023,SG 425,Sóc lăn hạt,1,"449,000","449,000",
SO0003,27/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
SO0004,27/07/2023,SG 467,Thử thách IQ Circuit,1,"279,000","279,000",
SO0005,27/07/2023,SG 098,Thử thách Đảo kho báu,1,"590,000","590,000",
SO0006,27/07/2023,BD37017Z,Our Generation Hair Grow Brunette Parker,1,"1,469,000","699,000","770,000"
,,BD30051Z,OG Deluxe Tweed Jacket With Dress,1,"569,000",,"569,000"
,,BD30320Z,Deluxe Evening Outfit,1,"569,000",,"569,000"
SO0007,27/07/2023,TM-886006,Prince Haruto Doll Set,1,"799,000","799,000",
,,EP-6011,Grand Piano Concert Set,1,"629,000","440,000","189,000"
SO0008,27/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
SO0009,27/07/2023,TM-470700,Shinkansen Super Komachi Set,1,"1,190,000","714,000","476,000"
SO0010,27/07/2023,TM-333432,28 Toyota iQ,1,"89,000","44,000","45,000"
,,TM-397618,07 Impreza WRX,1,"89,000","44,000","45,000"
SO0011,27/07/2023,TM-147503,Bộ Búp Bê Hoàng Tử Đặc Biệt,1,"1,299,000","259,000","1,040,000"
SO0012,27/07/2023,TM-147503,Bộ Búp Bê Hoàng Tử Đặc Biệt,1,"1,299,000","259,000","1,040,000"
,,TM-971580,Lw-15 Phụ Kiện Váy Cưới Đính Hoa,1,"360,000","72,000","288,000"
,,TM-117964,Phụ Kiện Licca Sushi Shop,1,"360,000","72,000","288,000"
,,TM-136057,LW-10 Đầm Licca màu hồng,1,"360,000","72,000","288,000"
SO0013,27/07/2023,TM-147503,Bộ Búp Bê Hoàng Tử Đặc Biệt,1,"1,299,000","259,000","1,040,000"
SO0014,27/07/2023,POP-030/2018,Tomica Mini Display Case,3,"459,000","297,000","1,080,000"
SO0015,27/07/2023,TM-884835,Standing Vehicle Licca-Way,1,"999,000","199,000","800,000"
,,TM-129226,LW-16 Mermaid Resort,1,"489,000","97,000","392,000"
SO0016,27/07/2023,TM-147503,Bộ Búp Bê Hoàng Tử Đặc Biệt,1,"1,299,000","259,000","1,040,000"
,,TM-136064,LW-11 Trang phục chơi Tennis,1,"360,000","72,000","288,000"
SO0017,27/07/2023,TM-801207,35-6 Toyota Noah,1,"89,000","44,000","45,000"
,,TM-467458,10 Lotus Exige R-GT,1,"89,000","44,000","45,000"
,,TM-472322,105 Nissan Skyline,1,"89,000","44,000","45,000"
,,TM-472261,Đồ chơi 10 Lotus Exige R-GT SP,1,"89,000","44,000","45,000"
SO0018,27/07/2023,TM-874430,Build City Sushiro,3,"199,000","297,000","300,000"
,,TM-981114,Build City Shop In Your Town,3,"199,000","297,000","300,000"
20001,28/07/2023,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","590,000",
20002,28/07/2023,TM-470724,Đồ chơi mô hình Doctor Yellow Set,1,"890,000","534,000","356,000"
20003,28/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
20004,28/07/2023,SG 306,Thử thách IQ Twins,1,"279,000","279,000",
20005,28/07/2023,PL9488,Phi thuyền vũ trụ sao Hỏa,1,"2,490,000","2,241,000","249,000"
20006,28/07/2023,SGM 506,Thử Thách Tập Hợp Chim Cánh Cụt,1,"590,000","590,000",
20007,28/07/2023,4.52112E+12,POKEMON Terrarium 12 ,1,"299,000","299,000",
20008,28/07/2023,4.52112E+12,POKEMON Garden ,1,"349,000","349,000",
,,SG 302,Thử thách IQ Love,1,"329,000","329,000",
20009,28/07/2023,TM-484615,Tomica Challenge Park,1,"890,000","534,000","356,000"
20010,28/07/2023,TM-457824,DM-03 Ragoom Stitchi,1,"160,000","80,000","80,000"
20011,28/07/2023,TM-801733,14 Formula Renault 3.5 SP,1,"89,000","44,000","45,000"
,,TM-801115,14 Formula Renault 3.5,1,"89,000","44,000","45,000"
20012,28/07/2023,3589XP,Strix,1,"1,298,000","389,000","909,000"
20013,28/07/2023,HP32247,Máy làm đá bào Harp,1,"1,090,000","990,000","100,000"
20014,28/07/2023,TM-733171,Đồ chơi Free Curve Rail Set,1,"398,000","278,000","120,000"
,,TM-813996,Đồ chơi mô hình E5 & E6 Connecting Set,1,"950,000","380,000","570,000"
150001,28/07/2023,MAG-701003,Bộ cơ bản 14 mảnh,1,"690,000","490,000","200,000"
150002,28/07/2023,HP32285,Máy chế biến kẹo bông gòn Harp,1,"1,890,000","1,690,000","200,000"
,,OP-31006.20,Túi xách 3D hình chó mèo Oops,1,"299,000",,"299,000"
150003,28/07/2023,MAG-706005,Bộ Neon 14 mảnh,1,"790,000","474,000","316,000"
150004,28/07/2023,DL32677,Cửa Hàng Kem Dalimi,1,"1,490,000","1,490,000",
150005,28/07/2023,SG 423,Thử thách IQ hạt tròn,1,"279,000","279,000",
150006,28/07/2023,MAG-707023,Bộ Xe Thám Hiểm Jungle Rally (Kèm Nhân Vật) ,1,"590,000","590,000",
150007,28/07/2023,DL73040,Bộ nhà bếp Dalimi,1,"2,190,000","2,190,000",
170001,28/07/2023,SG 425,Sóc lăn hạt,1,"449,000","449,000",
170002,28/07/2023,TM-981121,Build City Restaurant In Your Town,1,"199,000","99,000","100,000"
