bill,date,code,sp,quantity,price,revenue,discount
150011,5/2/2023,AQB-30128,Hạt AQB_ Chủ đề Cars,1,349000,349000,
150012,11/2/2023,AQB-30128,Hạt AQB_ Chủ đề Cars,1,349000,349000,
,,AQB-30128,Hạt AQB_ Chủ đề Cars,1,349000,349000,
,,AQB-30208,Bộ 3 xe hơi 3D Cruz Ram,1,479000,479000,
20006,3/1/2023,AQB-30528,MN Minion Playset,1,649000,649000,
,,AQB-31038,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Elegant,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
150004,20/01/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
150014,24/01/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
150006,25/01/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
150006,4/2/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
170008,5/2/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
150007,8/2/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
150002,10/2/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
170017,11/2/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
150002,19/02/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
150008,12/3/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
20001,26/03/2023,AQB-31048,Bộ Hạt Nhựa Sáng Tạo AQB_Chủ Đề Đá Quý,1,159000,79000,80000
,,AQB-31068,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Sylvanian ,1,159000,79000,80000
,,AQB-31078,Bộ Hạt Nhựa Sáng TạoAQB_ Chủ Đề Sở Thú,2,159000,158000,160000
,,AQB-31078,Bộ Hạt Nhựa Sáng TạoAQB_ Chủ Đề Sở Thú,1,159000,79000,80000
,,AQB-31078,Bộ Hạt Nhựa Sáng TạoAQB_ Chủ Đề Sở Thú,1,159000,79000,80000
,,AQB-31078,Bộ Hạt Nhựa Sáng TạoAQB_ Chủ Đề Sở Thú,1,159000,79000,80000
,,AQB-31078,Bộ Hạt Nhựa Sáng TạoAQB_ Chủ Đề Sở Thú,1,159000,79000,80000
,,AQB-31078,Bộ Hạt Nhựa Sáng TạoAQB_ Chủ Đề Sở Thú,1,159000,79000,80000
,,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
,,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
,,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
150008,13/01/2023,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
,,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
150005,20/01/2023,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
,,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
,,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
170030,18/03/2023,AQB-31088,Bộ Hạt Nhựa Sáng Tạo AQB_ Chủ Đề Vườn Hoa,1,159000,79000,80000
150001,5/2/2023,AQB-31602,Hạt Aquabeads Ngôi sao (Refill) Chủ đề Những ,1,149000,149000,
,,AQB-31602,Hạt Aquabeads Ngôi sao (Refill) Chủ đề Những ,1,149000,74000,75000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,37000,102000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
150015,19/02/2023,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,69000,70000
,,AQB-32508,Hạt AQB màu đỏ (loại tròn),1,139000,,139000
,,AQB-32518,Hạt AQB màu cam (loại tròn),1,139000,,139000
,,AQB-32518,Hạt AQB màu cam (loại tròn),1,139000,,139000
,,AQB-32518,Hạt AQB màu cam (loại tròn),1,139000,,139000
170001,7/2/2023,AQB-32518,Hạt AQB màu cam (loại tròn),1,139000,69000,70000
,,AQB-32518,Hạt AQB màu cam (loại tròn),1,139000,37000,102000
,,AQB-32518,Hạt AQB màu cam (loại tròn),1,139000,70000,69000
,,AQB-32518,Hạt AQB màu cam (loại tròn),1,139000,69000,70000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
150028,25/01/2023,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,37000,102000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,69000,70000
,,AQB-32528,Hạt AQB màu vàng (loại tròn),1,139000,,139000
,,AQB-32538,Hạt AQB Màu Xanh Nhạt (Loại Tròn),1,139000,,139000
150008,7/1/2023,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32548,Hạt AQB màu xanh lá (loại tròn),1,139000,,139000
,,AQB-32558,Hạt AQB màu xanh dương nhạt (loại tròn),1,139000,,139000
,,AQB-32558,Hạt AQB màu xanh dương nhạt (loại tròn),1,139000,,139000
,,AQB-32558,Hạt AQB màu xanh dương nhạt (loại tròn),1,139000,,139000
,,AQB-32558,Hạt AQB màu xanh dương nhạt (loại tròn),1,139000,,139000
,,AQB-32558,Hạt AQB màu xanh dương nhạt (loại tròn),1,139000,,139000
,,AQB-32558,Hạt AQB màu xanh dương nhạt (loại tròn),1,139000,70000,69000
,,AQB-32568,Hạt AQB màu xanh dương (loại tròn),1,139000,,139000
,,AQB-32568,Hạt AQB màu xanh dương (loại tròn),1,139000,,139000
,,AQB-32568,Hạt AQB màu xanh dương (loại tròn),1,139000,,139000
150001,16/02/2023,AQB-32568,Hạt AQB màu xanh dương (loại tròn),1,139000,69000,70000
,,AQB-32568,Hạt AQB màu xanh dương (loại tròn),1,139000,,139000
,,AQB-32568,Hạt AQB màu xanh dương (loại tròn),1,139000,,139000
,,AQB-32578,Hạt AQB màu tím (loại tròn),1,139000,,139000
,,AQB-32578,Hạt AQB màu tím (loại tròn),1,139000,,139000
,,AQB-32578,Hạt AQB màu tím (loại tròn),1,139000,69000,70000
,,AQB-32578,Hạt AQB màu tím (loại tròn),1,139000,70000,69000
,,AQB-32588,Hạt AQB màu hồng (loại tròn),1,139000,37000,102000
SO0010,18/02/2023,AQB-32588,Hạt AQB màu hồng (loại tròn),1,139000,70000,69000
,,AQB-32588,Hạt AQB màu hồng (loại tròn),1,139000,70000,69000
,,AQB-32588,Hạt AQB màu hồng (loại tròn),1,139000,70000,69000
,,AQB-32598,Hạt AQB Màu Nâu (Loại Tròn),1,139000,,139000
,,AQB-32598,Hạt AQB Màu Nâu (Loại Tròn),1,139000,,139000
,,AQB-32598,Hạt AQB Màu Nâu (Loại Tròn),1,139000,69000,70000
,,AQB-32598,Hạt AQB Màu Nâu (Loại Tròn),1,139000,69000,70000
,,AQB-32598,Hạt AQB Màu Nâu (Loại Tròn),1,139000,,139000
,,AQB-32598,Hạt AQB Màu Nâu (Loại Tròn),1,139000,69000,70000
,,AQB-32608,Hạt AQB Màu Nâu Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32608,Hạt AQB Màu Nâu Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32608,Hạt AQB Màu Nâu Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32608,Hạt AQB Màu Nâu Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32608,Hạt AQB Màu Nâu Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32608,Hạt AQB Màu Nâu Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,69000,70000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,,139000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,69000,70000
,,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,,139000
170007,5/3/2023,AQB-32618,Hạt AQB Màu Nâu Cam Nhạt (Loại Tròn),1,139000,69000,70000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32628,Hạt AQB màu vàng ngà (loại tròn),1,139000,,139000
,,AQB-32638,Hạt AQB màu trắng (loại tròn),1,139000,,139000
,,AQB-32638,Hạt AQB màu trắng (loại tròn),1,139000,,139000
170010,25/01/2023,AQB-32638,Hạt AQB màu trắng (loại tròn),1,139000,69000,70000
,,AQB-32638,Hạt AQB màu trắng (loại tròn),1,139000,,139000
150002,4/2/2023,AQB-32638,Hạt AQB màu trắng (loại tròn),1,139000,,139000
,,AQB-32638,Hạt AQB màu trắng (loại tròn),1,139000,69000,70000
,,AQB-32638,Hạt AQB màu trắng (loại tròn),1,139000,69000,70000
,,AQB-32648,Hạt AQB Màu Xám (Loại Tròn),1,139000,,139000
150020,1/1/2023,AQB-32658,Hạt AQB màu đen (loại tròn),1,139000,69000,70000
,,AQB-32658,Hạt AQB màu đen (loại tròn),2,139000,139000,139000
,,AQB-32658,Hạt AQB màu đen (loại tròn),1,139000,70000,69000
,,AQB-32658,Hạt AQB màu đen (loại tròn),1,139000,69000,70000
SO0032,9/3/2023,AQB-32658,Hạt AQB màu đen (loại tròn),1,139000,70000,69000
,,AQB-32658,Hạt AQB màu đen (loại tròn),1,139000,,139000
,,AQB-32668,Hạt AQB màu đỏ (loại kim cương),1,139000,,139000
150001,18/01/2023,AQB-32668,Hạt AQB màu đỏ (loại kim cương),1,139000,,139000
,,AQB-32668,Hạt AQB màu đỏ (loại kim cương),1,139000,70000,69000
,,AQB-32668,Hạt AQB màu đỏ (loại kim cương),1,139000,37000,102000
20004,21/03/2023,AQB-32668,Hạt AQB màu đỏ (loại kim cương),1,139000,69000,70000
,,AQB-32678,Hạt AQB màu cam (loại kim cương),1,139000,,139000
,,AQB-32678,Hạt AQB màu cam (loại kim cương),1,139000,,139000
,,AQB-32678,Hạt AQB màu cam (loại kim cương),1,139000,,139000
,,AQB-32678,Hạt AQB màu cam (loại kim cương),1,139000,,139000
SO0032,3/2/2023,AQB-32678,Hạt AQB màu cam (loại kim cương),1,139000,70000,69000
,,AQB-32678,Hạt AQB màu cam (loại kim cương),1,139000,,139000
,,AQB-32688,Hạt AQB màu vàng (loại kim cương),1,139000,,139000
,,AQB-32688,Hạt AQB màu vàng (loại kim cương),1,139000,,139000
,,AQB-32688,Hạt AQB màu vàng (loại kim cương),1,139000,38000,101000
,,AQB-32698,Hạt AQB màu xanh lá (loại kim cương),1,139000,,139000
,,AQB-32698,Hạt AQB màu xanh lá (loại kim cương),1,139000,,139000
,,AQB-32698,Hạt AQB màu xanh lá (loại kim cương),1,139000,,139000
,,AQB-32698,Hạt AQB màu xanh lá (loại kim cương),1,139000,,139000
,,AQB-32708,Hạt AQB màu xanh dương (loại kim cương),1,139000,,139000
,,AQB-32708,Hạt AQB màu xanh dương (loại kim cương),1,139000,70000,69000
,,AQB-32718,Hạt AQB màu tím (loại kim cương),1,139000,,139000
,,AQB-32718,Hạt AQB màu tím (loại kim cương),1,139000,,139000
,,AQB-32718,Hạt AQB màu tím (loại kim cương),1,139000,,139000
,,AQB-32718,Hạt AQB màu tím (loại kim cương),1,139000,38000,101000
,,AQB-32718,Hạt AQB màu tím (loại kim cương),1,139000,69000,70000
,,AQB-32718,Hạt AQB màu tím (loại kim cương),1,139000,69000,70000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,,139000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,,139000
150007,8/1/2023,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,69000,70000
20008,4/2/2023,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,69000,70000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,,139000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,,139000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,,139000
150004,14/02/2023,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,69000,70000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,38000,101000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,,139000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,,139000
,,AQB-32728,Hạt AQB màu hồng (loại kim cương),1,139000,,139000
150015,2/1/2023,AQB-32738,Hạt AQB màu nâu (loại kim cương),1,139000,69000,70000
,,AQB-32738,Hạt AQB màu nâu (loại kim cương),1,139000,,139000
,,AQB-32738,Hạt AQB màu nâu (loại kim cương),1,139000,,139000
150021,25/01/2023,AQB-32738,Hạt AQB màu nâu (loại kim cương),1,139000,,139000
,,AQB-32738,Hạt AQB màu nâu (loại kim cương),1,139000,70000,69000
150008,4/1/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
20010,6/1/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
150014,7/1/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
,,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
150001,15/01/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
150003,15/01/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
150027,15/01/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
150004,16/01/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
150007,17/01/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
20009,20/01/2023,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
,,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
,,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
,,AQB-79138,Hạt AQB_ Chủ đề Đại dương,1,159000,79000,80000
,,AQB-79158,Hạt AQB_ Chủ đề Trang sức,1,159000,79000,80000
150018,1/1/2023,AQB-79158,Hạt AQB_ Chủ đề Trang sức,1,159000,79000,80000
,,AQB-79158,Hạt AQB_ Chủ đề Trang sức,1,159000,79000,80000
150015,20/01/2023,AQB-79158,Hạt AQB_ Chủ đề Trang sức,1,159000,79000,80000
170002,1/2/2023,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
,,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
170016,19/02/2023,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
,,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
170015,4/3/2023,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
,,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
,,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
,,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
,,AQB-79178,Hạt AQB (loại kim cương),1,149000,74000,75000
150016,1/1/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
SO0015,19/01/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
SO0025,9/2/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
170008,11/2/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
20012,25/02/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
20004,8/3/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
170010,10/3/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
20003,16/03/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
170002,17/03/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
170009,18/03/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
170027,18/03/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
,,AQB-79188,Khay AQB (xếp hạt),1,89000,,89000
SO0007,26/03/2023,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79188,Khay AQB (xếp hạt),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
170004,11/1/2023,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
150025,25/01/2023,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,89000,
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79198,Bình AQB (phun nước),1,89000,,89000
,,AQB-79208,Bút AQB (lấy hạt)_Xanh,1,89000,89000,
20006,24/01/2023,AQB-79208,Bút AQB (lấy hạt)_Xanh,1,89000,89000,
,,AQB-79208,Bút AQB (lấy hạt)_Xanh,1,89000,89000,
,,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
170006,18/01/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
,,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
150026,25/01/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
,,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
150019,29/01/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
170004,30/01/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
,,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
170006,14/02/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
150013,18/02/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
150003,4/3/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
20008,7/3/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
20010,7/3/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
150007,8/3/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
170006,11/3/2023,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
,,AQB-79218,BP 3D Animal Set,1,159000,79000,80000
20001,3/1/2023,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
,,AQB-79238,Hạt AQB_Vòng đeo tay,1,159000,79000,80000
